book,chapter,verse,text
1 Maccabees,25,50,And he continued the battle greatly until the sun went down; and Dĕmĕtrios was slain that day.
1 Maccabees,25,51,"Afterward, Alexandros sent ambassadors to Ptolemaeus sovereign of Mitsrayim with a message to this effect:"
1 Maccabees,25,52,"“Since I have come again to my reign, and am appointed to the throne of my ancestors, and have acquired the reign, and overthrown Dĕmĕtrios, and recovered our country;"
1 Maccabees,25,53,"for after I had joined battle with him, both he and his army were defeated by us, so that we sit on the throne of his reign."
1 Maccabees,25,54,"Now therefore let us make a covenant of peace together, and give me now your daughter as wife, and I will be your son-in-law, and will give both to you and her according to your dignity.”"
1 Maccabees,25,55,"Then Ptolemaeus the sovereign gave answer, saying, “Joyful is the day in which you returned to the land of your fathers, and sat on the throne of their reign."
1 Maccabees,25,56,"“And now I will do to you, as you have written. Therefore meet me at Ptolemais, that we may see one another; for I will marry my daughter to you according to your desire.”"
1 Maccabees,25,57,"So Ptolemaeus went out of Mitsrayim with his daughter Cleopatra, and they came to Ptolemais in the hundred and sixty-second year,"
1 Maccabees,25,58,"where Sovereign Alexandros met him, gave to him his daughter Cleopatra, and celebrated her marriage"
1 Maccabees,26,1,"MACCABEES 1479 at Ptolemais with great esteem, as is the manner of sovereigns."
1 Maccabees,26,59,"Now Sovereign Alexandros had written to Yahonathan, that he should come and meet him,"
1 Maccabees,26,60,"who therefore went honourably to Ptolemais, where he met the two sovereigns, and gave they and their friends silver and gold and many gifts, and found favour in their sight."
1 Maccabees,26,61,"At that time some wicked men of Yisra’ĕl, men of a Beliya’al, assembled themselves against him to accuse him; but the sovereign would not hear them."
1 Maccabees,26,62,"Yet furthermore, the sovereign commanded to take off his garments, and clothe him in purple; and they did so."
1 Maccabees,26,63,"And he made him sit beside him, and said to his princes, “Go with him into the midst of the city, and proclaim, that no man complain against him for any matter, and that no man trouble him for any reason.”"
1 Maccabees,26,64,"Now when his accusers saw that he was honored according to the proclamation, and clothed in purple, they all fled."
1 Maccabees,26,65,"So the sovereign honoured him, and wrote him among his chief friends, and made him a chief, and shared in his reign."
1 Maccabees,26,66,"Afterward, Yahonathan returned to Yerushalayim in peace and gladness."
1 Maccabees,26,67,"Furthermore, in the hundred and sixty-fifth year Dĕmĕtrios son of Dĕmĕtrios came out of Krĕtĕ into the land of his fathers."
1 Maccabees,26,68,"When Sovereign Alexandros heard of this, he was grieved, and returned to Antioḵeia."
1 Maccabees,26,69,"Then Dĕmĕtrios made Apollonios the governor of Koĕlĕ Suria his general, who gathered together a great army, and encamped in Yaḇneh, and sent to Yahonathan the kohĕn ha’gadol saying, MAQQAḆIM 1 1480"
1 Maccabees,26,70,"“You alone lift yourself up against us, and I am mocked for your sake and reproached, and why do you boast of your strength against us in the mountains?"
1 Maccabees,26,71,"“Now therefore, if you trust in your own strength, come down to us into the field of the plains, and there let us try the matter together. For the strength of the cities is with me."
1 Maccabees,26,72,"“Ask, and learn who I am, and the rest that take our side, and they shall tell you that your foot is not able to flee in their own land."
1 Maccabees,26,73,"“Therefore now, you shall not be able to stand against the horsemen and such a great strength in the plain, where there is neither stone nor flint, nor a place to flee to!”"
1 Maccabees,26,74,"So when Yahonathan heard these words of Apollonios, he was moved in his mind, and choosing ten thousand men he went out of Yerushalayim, where Shim’on his brother met him to help him."
1 Maccabees,26,75,"And he pitched his tents against Yapho, but those of Yapho shut him out of the city, because Apollonios had a garrison there."
1 Maccabees,26,76,"Then Yahonathan laid siege against it, so those of the city let him in for fear. And so Yahonathan won Yapho."
1 Maccabees,26,77,"When Apollonios heard of this, he took three thousand horsemen, with a great army of footmen, and went to Ashdoḏ as one that journeyed, and then approached the plain, because he had a great number of horsemen, in whom he put his trust."
1 Maccabees,26,78,Then Yahonathan followed after him to Ashdoḏ where the armies joined battle.
1 Maccabees,26,79,Now Apollonios had left one thousand horsemen in ambush.
1 Maccabees,26,80,"And Yahonathan knew that there was an ambush behind him; for they had surrounded his army, and shot arrows at the people, from morning till evening."
1 Maccabees,27,1,MACCABEES 1481
1 Maccabees,27,81,"But the people stood still, as Yahonathan had commanded them, and so the enemy’s horses were tired."
1 Maccabees,27,82,"Then brought Shim’on out his army, and positioned them against the footmen, for the horsemen who were defeated by him were weary, and fled."
1 Maccabees,27,83,"The horsemen also, being scattered in the field, fled to Ashdoḏ, and went to the house of Daḡon, their idol’s temple, for safety."
1 Maccabees,27,84,"But Yahonathan lit fire to Ashdoḏ, and the cities round about it, and took their spoils. And he burned the temple of Daḡon with fire with those that had fled into it,"
1 Maccabees,27,85,so there were nearly eight thousand men burned and slain with the sword.
1 Maccabees,27,86,"And from there Yahonathan moved his army, and encamped against Ashqelon, where the men of the city came out and met him with great ceremony."
1 Maccabees,27,87,"After this, Yahonathan and his army returned to Yerushalayim possessing many spoils."
1 Maccabees,27,88,"Now, when Sovereign Alexandros heard these matters, he honoured Yahonathan still further,"
1 Maccabees,27,89,"and sent him a gold buckle, as is the custom to be given to those of the sovereign’s blood. He also gave him Eqron with its borders as a possession."
1 Maccabees,27,11,"And the sovereign of Mitsrayim gathered together a great army, like the sand that lies upon the sea shore, and many ships, and through deceit attempted to gain the reign of Alexandros, and join it to his own. 2 So he departed to Spania in a peaceable manner, so that those of the cities opened to him, and met him; for Sovereign Alexandros had commanded them to do so, because he was his brother-in-law. 3 Now as Ptolemaeus entered into the cities, he positioned a garrison of soldiers in every one of them to guard it. MAQQAḆIM 1 1482 4 And when he came near to Ashdoḏ, they showed him the temple of Daḡon that was burned, and Ashdoḏ and the suburbs of there that were destroyed, and the bodies that were thrown about and those that he had burned in the battle; for they had made heaps of them by the way where he should pass. 5 They also told the sovereign all Yahonathan had done, to the intent he might blame him, but the sovereign held his peace. 6 Then Yahonathan met the sovereign with great ceremony at Yapho, where they greeted one another, and stayed. 7 Afterward, when Yahonathan had gone with the sovereign to the river called Eleutherus, he returned again to Yerushalayim. 8 Therefore Sovereign Ptolemaeus, having gained the reign of the cities by the sea to Seleukeia on the sea coast, devised wicked plans against Alexandros. 9 So he sent ambassadors to Sovereign Dĕmĕtrios, saying, “Come, let us make an alliance between us, and I will give you my daughter whom Alexandros has, and you shall reign in your father’s reign."
1 Maccabees,27,10,"“For I regret that I gave my daughter to him, for he sought to slay me.”"
1 Maccabees,27,11,"So he slandered him, because he desired his reign."
1 Maccabees,27,12,"Therefore he took his daughter from him, and gave her to Dĕmĕtrios, and forsook Alexandros, so that their hatred was openly known."
1 Maccabees,27,13,"Then Ptolemaeus came to Antioḵeia, where he placed two crowns upon his head: the crown of Asia, and of Mitsrayim."
1 Maccabees,27,14,"In the winter, Sovereign Alexandros was in Kilikia, because those that dwelt in those parts had revolted against him."
1 Maccabees,27,15,"But when Alexandros heard of this, he came to fight against him; so Sovereign Ptolemaeus brought forth"
1 Maccabees,28,1,"MACCABEES 1483 his army, and met him with a mighty strength, and put him to flight."
1 Maccabees,28,16,"So Alexandros fled to Araḇia to take defence there, but Sovereign Ptolemaeus was exalted."
1 Maccabees,28,17,"For Zaḇdi’ĕl the Araḇian took off Alexandros’ head, and sent it to Ptolemaeus."
1 Maccabees,28,18,"Sovereign Ptolemaeus also died after the third day, and those that were in the strongholds were slain, one after another."
1 Maccabees,28,19,"Because of this, Dĕmĕtrios reigned in the hundred and sixty-seventh year."
1 Maccabees,28,20,"At the same time Yahonathan gathered together those that were in Yahuḏah to take the tower that was in Yerushalayim, and he built many siege engines against it."
1 Maccabees,28,21,"Then wicked men, who hated their own people, went to the sovereign, and told him that Yahonathan besieged the tower."
1 Maccabees,28,22,"When he heard of this, he was wroth, and moving immediately, he came to Ptolemais and wrote to Yahonathan, that he should not lay siege to the tower, but come quickly and speak with him at Ptolemais."
1 Maccabees,28,23,"Nevertheless, when Yahonathan heard this, he commanded to continue the siege, and he chose some of the elders of Yisra’ĕl and the kohenim, and put himself at risk,"
1 Maccabees,28,24,"and took silver and gold and garments, and also various presents, and went to Ptolemais to the sovereign, where he found favour in his sight."
1 Maccabees,28,25,"And though some wicked men of the people had made complaints against him,"
1 Maccabees,28,26,"the sovereign still treated him as his predecessors had done before, and promoted him in the sight of all his friends,"
1 Maccabees,28,27,"and confirmed him in the high kehunnah, and in all the honours that he had before, and made him first among his chief friends. MAQQAḆIM 1 1484"
1 Maccabees,28,28,"Then Yahonathan requested from the sovereign, that he would make Yahuḏah free from tribute, as also the three governments, with the country of Shomeron; and he promised him three hundred talanton."
1 Maccabees,28,29,"So the sovereign agreed, and wrote letters for Yahonathan of all these matters after this manner:"
1 Maccabees,28,30,"“Sovereign Dĕmĕtrios to his brother Yahonathan, and to the nation of the Yahuḏim, greetings."
1 Maccabees,28,31,"“We send you here a copy of the letter which we wrote to our cousin Lasthĕnĕs concerning you, that you might see it."
1 Maccabees,28,32,‘Sovereign Dĕmĕtrios to his father Lasthĕnĕss sends greeting.
1 Maccabees,28,33,"“We are determined to do good to the people of the Yahuḏim, who are our friends, and guard covenants with us, because of their favour toward us."
1 Maccabees,28,34,"‘Therefore we have assigned to them the borders of Yahuḏah, with the three governments of Ephrayim and Loḏ and Ramathayim, that are added to Yahuḏah from the country of Shomeron, and all pertaining to them, for all those who offer in Yerushalayim, instead of the payments which the sovereign received from them yearly previously out of the fruits of the earth and of trees."
1 Maccabees,28,35,"‘And as for other matters that relate to us, of the tithes and customs pertaining to us, and also the salt- pits and the crown taxes which are due to us, we release them all for their aid."
1 Maccabees,28,36,‘And none of this shall be revoked from this time on forever.
1 Maccabees,28,37,"‘Now therefore, see that you make a copy of these matters, and let it be delivered to Yahonathan, and put on the qodesh mountain in a conspicuous place.’ ”"
1 Maccabees,28,38,"After this, when Sovereign Dĕmĕtrios saw that the land was at peace before him, and that no resistance was made against him, he sent away all his armies, every one to his own place, except some bands of"
1 Maccabees,29,1,"MACCABEES 1485 foreigners, whom he had gathered from the islands of the gentiles; therefore all the armies of his fathers hated him."
1 Maccabees,29,39,"Now there was one Truphon, that had been of Alexandros’ group before, who, seeing that all the army grumbled against Dĕmĕtrios, went to Imalkuĕ the Araḇian that brought up Antioḵos the young son of Alexandros,"
1 Maccabees,29,40,"and pressured him to deliver him this young Antioḵos, that he might reign in his father’s place. So he told him of all that Dĕmĕtrios had done, and how his soldiers were at enmity with him, and he remained there a long time."
1 Maccabees,29,41,"In the meantime, Yahonathan sent to Sovereign Dĕmĕtrios, that he would throw those of the tower out of Yerushalayim, and also those in the fortresses; for they fought against Yisra’ĕl."
1 Maccabees,29,42,"So Dĕmĕtrios sent to Yahonathan saying, “I will not only do this for you and your people, but I will greatly honour you and your nation, if opportunity arises."
1 Maccabees,29,43,“Now therefore you shall do well if you send me men to help me; for all my forces are gone from me.”
1 Maccabees,29,44,"Upon this Yahonathan sent him three thousand strong men to Antioḵeia; and when they came to the sovereign, the sovereign was very glad of their arrival."
1 Maccabees,29,45,"However those that were from the city gathered themselves together into the midst of the city, numbering a hundred and twenty thousand men, and would have slain the sovereign."
1 Maccabees,29,46,"So the sovereign fled into the court, but those of the city guarded the passages of the city, and began to fight."
1 Maccabees,29,47,"Then the sovereign called to the Yahuḏim for help, who came to him all at once, and dispersing themselves throughout the city slew that day in the city to the number of a hundred thousand. MAQQAḆIM 1 1486"
1 Maccabees,29,48,"They also lit the city on fire, and gathered many spoils that day, and delivered the sovereign."
1 Maccabees,29,49,"So when those of the city saw that the Yahuḏim had taken the city as they would, their courage decreased, therefore they made supplication to the sovereign, and cried, saying,"
1 Maccabees,29,50,"“Grant us peace, and let the Yahuḏim cease from assaulting us and the city!”"
1 Maccabees,29,51,"With that, they threw down their weapons, and made peace; and the Yahuḏim were honoured in the sight of the sovereign and in the sight of all that were in his reign; and they returned to Yerushalayim, having great spoils."
1 Maccabees,29,52,"So Sovereign Dĕmĕtrios sat on the throne of his reign, and the land was at rest before him."
1 Maccabees,29,53,"However, he deceived in all that he spoke, and estranged himself from Yahonathan, neither rewarded him according to the good which he had received from him, but troubled him deeply."
1 Maccabees,29,54,"After this, Truphon returned, and the young child Antioḵos with him, who was crowned and reigned."
1 Maccabees,29,55,"Then all the men of battle gathered to him, whom Dĕmĕtrios had put away, and they fought against Dĕmĕtrios, who turned his back and fled."
1 Maccabees,29,56,"Then Truphon took the elephants, and won Antioḵeia."
1 Maccabees,29,57,"At that time young Antioḵos wrote to Yahonathan, saying, “I confirm you in the high kehunnah and appoint you ruler over the four governments and to be one of the sovereign’s friends.”"
1 Maccabees,29,58,"Then he sent him golden vessels to be served in, allowed him to drink in gold, and to be clothed in purple, and to wear a golden buckle."
1 Maccabees,29,59,He also made Shim’on his brother captain of the place called ‘The ladder of Tsor’ to the borders of Mitsrayim.
1 Maccabees,30,1,MACCABEES 1487
1 Maccabees,30,60,"Then Yahonathan went out, and passed through the cities beyond the waters, and all the forces of Suria gathered themselves to him to assist him. And when he came to Ashqelon, those of the city met him honourably."
1 Maccabees,30,61,"From there he went to Azzah, but those of Azzah shut him out, so he laid siege to it, and burned the open lands with fire, and plundered them."
1 Maccabees,30,62,"Afterward, when those of Azzah made supplication to Yahonathan, he made peace with them, and took the sons of their chief men for hostages, and sent them to Yerushalayim, and passed through the country to Dammeseq."
1 Maccabees,30,63,"Now when Yahonathan heard that the princes of Dĕmĕtrios had come to Qaḏĕsh, which is in Galil, with a great force, with the purpose of removing him out of the land,"
1 Maccabees,30,64,"he went to meet them, and left Shim’on his brother in the land."
1 Maccabees,30,65,"Then Shim’on encamped against Bĕyth Tsur and fought against it a long time, and shut it up."
1 Maccabees,30,66,"But they desired for peace with him, which he granted them, and then put them out from there, and took the city, and positioned a garrison in it."
1 Maccabees,30,67,"As for Yahonathan and his army, they encamped at the lake of Gennĕsar, and early in the morning they went from there to the plain of Ḥatsor."
1 Maccabees,30,68,"And see, the army of foreigners met them in the plain, who, having laid men in ambush for him in the mountains, they came opposite him."
1 Maccabees,30,69,"So when those that lay in ambush rose out of their places and joined battle, all that were of Yahonathan’s side fled;"
1 Maccabees,30,70,"so that there was not one of them left, except Mattithyahu the son of Aḇshalom, and Yahuḏah the son of Ḥalphi, the captains of the army. MAQQAḆIM 1 1488"
1 Maccabees,30,71,"Then Yahonathan tore his garments, and threw dust upon his head, and prayed."
1 Maccabees,30,72,"After turning again to battle, he put them to flight, and so they ran away."
1 Maccabees,30,73,"Now when his own men that had fled saw this, they turned again toward him, and with him, pursued them to Qaḏĕsh, even to their own tents, and there they encamped."
1 Maccabees,30,74,"So there were slain that day about three thousand men of the gentiles, but Yahonathan returned to Yerushalayim."
1 Maccabees,30,12,"Now when Yahonathan saw that time served him, he chose some men, and sent them to Rome, to confirm and renew the alliance that they had with them. 2 He also sent letters to the Lakedaemonians, and to other places, for the same purpose. 3 So they went to Rome, and entered into the senate, and said, “Yahonathan the kohĕn ha’gadol, and the people of the Yahuḏim, sent us to you, so that you should renew the friendship which you had with them, and alliance as before.” 4 Upon this, the Romans gave them letters to the governors of every place that they should bring them into the land of Yahuḏah peaceably. 5 And this is the copy of the letters which Yahonathan wrote to the Lakedaemonians: 6 “Yahonathan the kohĕn ha’gadol, and the elders of the nation, and the kohenim, and the other of the Yahuḏim, to the Lakedaemonians their brothers, greetings. 7 “There were letters sent in time past to Onyah the kohĕn ha’gadol from Dareyawesh, who then reigned among you, to signify that you are our brothers, as the copy here underwritten specifies; 8 at which time Onyah entreated the ambassador that was sent honourably, and received the letters, in"
1 Maccabees,31,1,"MACCABEES 1489 which declaration was made of the alliance and friendship. 9 “Therefore we also - although we need none of these matters, in that we have the qodesh Books of Scripture in our hands to comfort us -"
1 Maccabees,31,10,"have nevertheless attempted to send to you for the renewing of brotherhood and friendship, lest we should become strangers to you altogether; for a long time has passed since you sent to us."
1 Maccabees,31,11,"“We therefore at all times without ceasing, both in our Feasts, and other convenient days, remember you in the slaughterings which we offer, and in our prayers, as is right, and as it is fitting for us to think upon our brothers,"
1 Maccabees,31,12,and we are rightly pleased for your honour.
1 Maccabees,31,13,"“As for ourselves, we have had great troubles and battles on every side, because the sovereigns that are round about us have fought against us."
1 Maccabees,31,14,"“However, we would not be troublesome to you, nor to others of our allies and friends, in these battles,"
1 Maccabees,31,15,"for we have help from the shamayim that upholds us, so that we are delivered from our enemies, and our enemies are brought under foot."
1 Maccabees,31,16,"“For this cause we chose Numĕnios the son of Antioḵos, and Antipater the son of Yason, and sent them to the Romans, to renew the friendship that we had with them, and the former alliance."
1 Maccabees,31,17,"“We also commanded them to go to you, and to greet and to deliver you our letters concerning the renewing of our brotherhood."
1 Maccabees,31,18,“Therefore now you shall do well to give us an answer to this.”
1 Maccabees,31,19,And this is the copy of the letters which he sent to Onyah:
1 Maccabees,31,20,“Arĕios sovereign of the Lakedaemonians to Onyah the kohĕn ha’gadol; greetings. MAQQAḆIM 1 1490
1 Maccabees,31,21,"“It is found in writing, that the Lakedaemonians and Yahuḏim are brothers, and that they are of the race of Aḇraham."
1 Maccabees,31,22,"“Now therefore, since this has come to our knowledge, you shall do well to write to us of your prosperity."
1 Maccabees,31,23,"“We write back again to you, that your cattle and goods are ours, and ours are yours. We command therefore our ambassadors to make report to you in this way.”"
1 Maccabees,31,24,"Now when Yahonathan heard that Dĕmĕtrios’ princes had come to fight against him with a greater army than before,"
1 Maccabees,31,25,"he moved from Yerushalayim, and met them in the land of Amathos; for he gave them no release to enter his country."
1 Maccabees,31,26,"He also sent spies to their tents, who came again, and told him that they were positioned to attack them in the night."
1 Maccabees,31,27,"Therefore, as soon as the sun was down, Yahonathan commanded his men to be armed and to watch all night long so that they would be ready to fight. He also sent out watchmen round about the army."
1 Maccabees,31,28,"But when the adversaries heard that Yahonathan and his men were ready for battle, they feared, and trembled in their hearts, and they kindled fires in their camp."
1 Maccabees,31,29,However Yahonathan and his army did not know it till the morning; for they saw the lights burning.
1 Maccabees,31,30,"Then Yahonathan pursued after them, but did not overtake them, for they had passed over the River Eleutherus."
1 Maccabees,31,31,"Therefore Yahonathan turned to the Araḇians, who were called Zaḇaḏeans, and smote them, and took their spoils."
1 Maccabees,31,32,"And moving from there, he came to Dammeseq, and so passed through all the land."
1 Maccabees,32,1,MACCABEES 1491
1 Maccabees,32,33,"Shim’on also went out and passed through the land to Ashqelon and the towers beside there, from where he turned aside to Yapho, and took it,"
1 Maccabees,32,34,for he had heard that they would deliver the stronghold to those that allied with Dĕmĕtrios; therefore he positioned a garrison there to guard it.
1 Maccabees,32,35,"After this, Yahonathan returned home again, and calling the elders of the people together, he consulted with them about building strongholds in Yahuḏah,"
1 Maccabees,32,36,"and making the walls of Yerushalayim higher, and raising a great mound between the tower and the city to separate it from the city, so that it might stand alone, that men might neither sell nor buy in it."
1 Maccabees,32,37,"Upon this they came together to build up the city, because part of the wall toward the wadi on the east side had fallen down, and they repaired that which was called Kaphenatha."
1 Maccabees,32,38,"Shim’on also built up Aḏiḏa in Shephelah, and strengthened if with gates and bars."
1 Maccabees,32,39,"Now Truphon went about to take the reign of Asia, and to kill Antioḵos the sovereign, that he might place the crown upon his own head."
1 Maccabees,32,40,"However he was afraid that Yahonathan would not allow him, and that he would fight against him; therefore he sought a way how to take Yahonathan, that he might kill him. So he moved, and came to Bĕyth She’an."
1 Maccabees,32,41,"Then Yahonathan went out to meet him with forty thousand men chosen for the battle, and came to Bĕyth She’an."
1 Maccabees,32,42,"Now when Truphon saw Yahonathan come with so great a force, he dared not stretch out his hand against him;"
1 Maccabees,32,43,"but received him honourably, and commended him to all his friends, and gave him gifts, and commanded his men of battle to be as obedient to him, as to himself. MAQQAḆIM 1 1492"
1 Maccabees,32,44,"To Yahonathan he also said, “Why have you brought all this people such great trouble, seeing there is no battle between us?"
1 Maccabees,32,45,"“Now therefore, send them home again, and choose a few men to wait on you, and you, come with me to Ptolemais, for I will give it to you, and the rest of the strongholds and forces, and all that have any charge. As for me, I will return and depart, for this is why I have come.”"
1 Maccabees,32,46,"So Yahonathan believing him, did as he asked him, and sent away his army, who went into the land of Yahuḏah."
1 Maccabees,32,47,"And he only kept three thousand men with himself, of which he sent two thousand into Galil, and one thousand went with him."
1 Maccabees,32,48,"Now as soon as Yahonathan entered into Ptolemais, those of Ptolemais shut the gates and took him, and all those that came with him they slew with the sword."
1 Maccabees,32,49,"Then Truphon sent an army of footmen and horsemen into Galil, and into the great plain to destroy all Yahonathan’s army."
1 Maccabees,32,50,"But when they knew that Yahonathan and those that were with him were taken and slain, they encouraged one another, and drew close together preparing to fight."
1 Maccabees,32,51,"Therefore those that pursued them, seeing that they were ready to fight for their lives, turned back again."
1 Maccabees,32,52,"So they all came into the land of Yahuḏah peaceably, and there they mourned for Yahonathan, and those that were with him, and they were very afraid. And so all Yisra’ĕl made a great lamentation."
1 Maccabees,32,53,"Then all the gentiles that were round about sought to destroy them, for they said, “They have no captain, nor any to help them. Now therefore let us fight them, and take away their remembrance from among men.”"
1 Maccabees,33,1,MACCABEES 1493
1 Maccabees,33,13,"Now when Shim’on heard that Truphon had gathered together a great army to invade the land of Yahuḏah, and destroy it, 2 and seeing that the people were in great trembling and fear, went up to Yerushalayim, and gathered the people together, 3 and gave them encouragement, saying, “You yourselves know what great deeds my brothers and I and my father’s house have done for the Laws and the Miqdash; also the battles and troubles which we have seen. 4 “For this reason all my brothers are slain for Yisra’ĕl’s sake, and I alone am left. 5 “Now therefore, far be it from me that I should spare my own life in any time of trouble, for I am no better than my brothers. 6 “Certainly I shall avenge my nation, and the Miqdash and our wives and our children; for all the gentiles are gathered with great evil to destroy us.” 7 Now as soon as the people heard these words their spirit revived, 8 and they answered with a loud voice saying, “You shall be our leader instead of Yahuḏah and Yahonathan your brother!” 9 “You fight our battles, and whatever, you command us, that we shall do.”"
1 Maccabees,33,10,"So then he gathered together all the men of battle, and made haste to finish the walls of Yerushalayim, and he fortified it round about."
1 Maccabees,33,11,"He also sent Yahonathan the son of Aḇshalom, and a great force with him to Yapho, who throwing out those that were there, remained there in it."
1 Maccabees,33,12,"So Truphon moved from Ptolemais with a great strength to invade the land of Yahuḏah, and Yahonathan was with him under guard. MAQQAḆIM 1 1494"
1 Maccabees,33,13,"But Shim’on pitched his tents at Aḏiḏa, opposite the plain."
1 Maccabees,33,14,"Now when Truphon knew that Shim’on had risen up instead of his brother Yahonathan, and meant to fight with him, he sent messengers to him, saying,"
1 Maccabees,33,15,"“Although we have Yahonathan your brother under guard, it is for silver that he owes to the sovereign’s treasury, concerning that which was delivered to him."
1 Maccabees,33,16,"“Now therefore, send a hundred talanton of silver and two of his sons as hostages, that when he is released he may not revolt against us, and we will let him go.”"
1 Maccabees,33,17,"Although Shim’on perceived that they spoke deceitfully to him, because of this he sent the silver and the children, lest he should possibly gain great hatred for himself from the people,"
1 Maccabees,33,18,"who might have said, “Because he did not send him the silver and the children, therefore Yahonathan is dead.”"
1 Maccabees,33,19,"So he sent them the children and the hundred talanton. However, Truphon was deceitful, neither would he let Yahonathan go."
1 Maccabees,33,20,"And after this, Truphon came to invade the land and destroy it, going round about by the way that leads to Aḏorayim. But Shim’on and his army marched against him in every place, wherever he went."
1 Maccabees,33,21,"Now those that were in the tower sent messengers to Truphon, so that he should hasten his coming to them by the wilderness, and send them food."
1 Maccabees,33,22,"Therefore Truphon prepared all his horsemen to come that night, but he did not come because a very great snow fell. So he departed, and came into the land of Gil’aḏ."
1 Maccabees,33,23,"And when he came near to Baskama he slew Yahonathan, who was buried there."
1 Maccabees,33,24,Afterward Truphon returned and went into his own land.
1 Maccabees,34,1,MACCABEES 1495
1 Maccabees,34,25,"Then Shim’on sent, and took the bones of Yahonathan his brother, and buried them in Modi’im, the city of his fathers,"
1 Maccabees,34,26,"and all Yisra’ĕl made a great lamentation for him, and mourned for him many days."
1 Maccabees,34,27,"Shim’on also built a monument upon the tomb of his father and his brothers, and raised it up to be seen, with hewn stone in front and behind."
1 Maccabees,34,28,"And, he put up seven memorials, one against another, for his father, and his mother, and his four brothers."
1 Maccabees,34,29,"And in these he made skilled works, around which he placed great column. And he placed all their armour upon the columns for a remembrance forever, and ships were carved by the armour, that they might be seen of all that sail on the sea."
1 Maccabees,34,30,"This is the tomb which he made at Modi’im, and it still stands to this day."
1 Maccabees,34,31,"Now Truphon dealt deceitfully with the young Sovereign Antioḵos, and slew him,"
1 Maccabees,34,32,"and he reigned in his place, and crowned himself sovereign of Asia, and brought great distress upon the land."
1 Maccabees,34,33,"Then Shim’on built up the strongholds in Yahuḏah, and walled them around with high towers, and great walls, and gates, and bars, and stored up food within."
1 Maccabees,34,34,"And Shim’on chose men, and sent to Sovereign Dĕmĕtrios so that he would give the land immunity, because all that Truphon did was to plunder;"
1 Maccabees,34,35,unto whom Sovereign Dĕmĕtrios answered and wrote after this manner:
1 Maccabees,34,36,"“Sovereign Dĕmĕtrios, to Shim’on the kohĕn ha’gadol, and friend of sovereigns, also to the elders and nation of the Yahuḏim, greetings."
1 Maccabees,34,37,"“The golden crown, and the scarlet robe which you sent to us, we have received, and we are ready to make lasting peace with you, and also to write to our MAQQAḆIM 1 1496 officers to confirm the immunities which we have granted."
1 Maccabees,34,38,"“And whatever covenants we have made with you shall stand, and the strongholds which you have built shall be your own."
1 Maccabees,34,39,"“As for any oversight or fault committed to this day, we forgive it, and also the crown tax which you owe us. And if there were any other tribute paid in Yerushalayim, it shall no longer be paid."
1 Maccabees,34,40,"“And seek those who are upright among you to be in our court; let them be enrolled, and let there be peace between us.”"
1 Maccabees,34,41,Thus the yoke of the gentiles was taken away from Yisra’ĕl in the hundred and seventieth year.
1 Maccabees,34,42,"Then the people of Yisra’ĕl began to write in their documents and contracts, “In the first year of Shim’on the kohĕn ha’gadol, the governor and leader of the Yahuḏim.”"
1 Maccabees,34,43,"In those days Shim’on encamped against Azzah and besieged it round about. He also made a siege engine, and positioned it by the city, and battered a certain tower, and took it."
1 Maccabees,34,44,"And those that were in the siege engine leaped into the city; therefore there was such a great uproar in the city,"
1 Maccabees,34,45,"that the people of the city tore their garments, and climbed up on the walls with their wives and children, and cried with a loud voice pleading for Shim’on to grant them peace."
1 Maccabees,34,46,"And they said, “Do not deal with us according to our wickedness, but according to your kindness!”"
1 Maccabees,34,47,"So Shim’on was appeased toward them and no longer fought against them, but put them out of the city, and cleansed the houses in which the idols were, and so entered into it with songs and thanksgiving."
1 Maccabees,34,48,"He also removed all its uncleanness, and appointed men there that would guard the Law, and"
1 Maccabees,35,1,"MACCABEES 1497 made it stronger than it was before, and built a dwelling place for himself there."
1 Maccabees,35,49,"Also, those of the tower in Yerushalayim were kept so restricted, that they could neither come out, nor go into the country, nor buy, nor sell. Therefore they were in great distress for need of food, and a great number of them perished through scarcity of food."
1 Maccabees,35,50,"Then they cried to Shim’on, pleading for him to be at one with them, which he granted them. And when he had put them out from there, he cleansed the tower from uncleannesses,"
1 Maccabees,35,51,"and entered into it on the twenty-third day of the second month, in the hundred and seventy-first year with thanksgiving and branches of palm trees, and with harps and cymbals and with stringed instruments, and songs of praise and songs; because a great enemy was destroyed out of Yisra’ĕl."
1 Maccabees,35,52,"He also ordained that the day should be kept every year with gladness. And he made the hill of the Hĕyḵal that was by the tower stronger than it was, and he dwelt there himself with his army."
1 Maccabees,35,53,"And when Shim’on saw that Yoḥanan his son was a brave man, he made him captain of all the armies; and he dwelt in Gezer."
